epsilon_e,epsilon_u,epsilon_v
-1.579139359436041,0.3249429573943186,0.07388811859110618
-1.0162701714683646,-2.4131893323851954,0.12110854677467242
1.5727882642616346,1.87189940938229,-0.45832721433500667
-0.27827123675890997,-0.132319664842328,-0.9333408817960412
0.046338563069504055,0.09123704943427301,0.42100064517632874
-0.7929635848061555,-0.7872848966849856,0.2167142471784427
1.9945617930223138,-0.281047284743783,1.1744504634796658
1.5848965436793514,1.8613769594135587,-0.010529449300216069
-0.5951852481639555,-0.10203606609727346,1.30994163980941
-0.4200656148092919,-0.2819275570570806,-0.09816106303012771
0.08011175571912836,0.885459844515015,-0.2661431761523169
-0.13555318031580657,-0.053965220198023675,-0.3036497910138696
-0.8591970999961102,-0.20801672046918407,-0.31812258419185185
-1.7034137400141465,0.9069644539199213,-0.09861517462305831
0.2388858304754151,-0.9658343187743516,-1.040050385406627
0.37573003522012716,1.8731824986475079,-0.1904148142024143
0.01726421548949041,0.4982803200021622,-0.26139230451646395
-1.2821950434021352,-0.27228051818735316,1.151588674168342
0.02359941638140665,0.9135818963470063,0.9923619283586395
0.15776906747730463,0.7862662619148846,-1.7869888811679435
-0.3854532169484644,-0.004820951451795438,-1.2229955180418277
1.9936013412698295,-0.9288948998384295,0.24702568799247845
-1.2904891044371989,-1.2384636562318065,0.5722633894346097
-0.7247960631919227,-1.0347703292716572,0.389866809473856
0.8552105794836338,-0.10689394847389581,0.3813716775101391
1.424090047902234,-0.3145070112146745,-1.0551876222097136
-2.8918291744610936,-1.4823610855817926,-0.5849321987990969
-0.44791354462868416,-0.49833385890316284,-0.9786991452967219
-0.7303038321737725,-0.6839405073707633,-0.31042041926705966
0.20324564482072818,0.6564141749746548,1.1706705768897891
0.6105320434988725,-0.16911050316526363,0.30283330146663995
1.498955359179659,-0.1924125062039737,0.3010885948815938
0.804242183229369,1.274581778009294,0.05500205180298119
-1.0779872008817617,1.6343763693322562,-0.087162340214822
1.5794862881021632,-0.18723022793367136,-1.3335953690035496
-1.0415274585212138,0.3556301812958825,-0.03164908185307662
0.5694025825082581,-0.36864978535118065,-1.1818188046546676
0.06265287058243493,0.8536169555339682,-0.20450094500180657
0.920247192843279,1.4836305661396032,0.9148234474471342
0.3700572063229649,-1.2000820482579746,-0.5576580689457016
-1.9574206734482,0.5144550846447107,-1.327601282080428
0.580729441920438,-1.3576924604594258,-0.35645831423585805
-0.9445946080967648,0.3850587525990813,-1.8147477319084202
-1.4267943048356686,-0.9304896818020324,-1.5319012536342613
-1.3692200882134222,-0.773649648077401,2.110236485233539
-0.3187206378711075,0.507207436963409,-0.292023200800284
0.5513206206008097,1.0663495779111716,1.1897769007202403
-0.9742542326928076,-1.024859804510578,-1.6363952778396171
0.2661253854256159,-0.48911875540719724,0.9374951943718914
0.598467820252137,-1.8273262574076465,1.0649772369226034
-0.584914275998984,0.4157173916222017,0.7919657036765635
1.2674622146640373,0.5075079521175596,1.4973444784120666
0.35112421146776646,1.6531067550227387,0.9862845839959237
0.8439140384794946,0.8405674903100822,0.7870485485832657
0.47670297945508683,0.750281946557724,0.7212026089382937
0.66226053105914,0.09359315054158222,0.46214995188858765
-0.41380125622905,-0.3620460652194356,-0.3983534145032808
-0.3604324015581662,-1.2922460386179069,0.146519259746499
-1.705657866083319,0.8179776380076863,0.0434157370229548
0.9054463085294508,-1.8885128016948909,0.8567197536336182
1.0628671864507493,0.6889686248704093,0.8429596110489757
-0.45338780580770405,0.3152362873037288,-1.5681209425198157
0.1196990421905625,0.7863897977334927,-1.4658621202510083
0.3770339654609797,-0.9627076081537057,-0.1925466450744955
0.32073085395303236,-2.505303928564499,-1.303197441771063
-0.1278823943267405,1.7517465022902432,-0.7912420658992507
-0.3386646684851368,1.2607510384165528,0.22422255073353095
1.190147459859258,0.7483492378320278,-0.42435239948354236
-0.8292774918889017,0.547272564885502,1.0716289235595982
-2.0469483986517125,0.30938469839377414,0.8179911062680053
0.69705492782707,-1.4419954702712119,1.6031747797154763
-0.22371319516691363,0.6693381161738958,-0.3821736968476846
2.110962581847284,-0.49175479728838567,-0.2945976649487395
0.3970044166700843,-0.2968239340726713,1.4567135580880402
-0.7305553636532711,0.305036981726588,-0.8125372577137248
-0.5994910112021378,0.8571937883802646,0.10265273220259347
-1.453668409016958,-1.9757863690304114,0.5071079911763423
-0.6534997753059049,-0.08593453192963517,1.1020062033964075
-0.6463779729438698,-1.13453610164162,-0.6314122037726454
-0.7711708761015329,-0.9318689846502385,-0.2715540212411547
-1.1574228101655921,-1.5249646635924266,1.160420987781737
1.2241086161000392,-0.5307173651653939,0.7008516464320705
-0.6021673254817249,-0.20711680780608646,0.3914383355962974
-1.0988535055851094,0.6655647684121719,0.39871055188695087
1.4545154464009513,0.7565535410617505,-1.4975600686629742
-0.27995609517576636,-0.09917307686980847,0.10374938296462419
-0.42808001440386934,1.0629105603470361,-3.9814088305429975
-1.0226772486756688,1.8386804470800597,1.737418890613752
0.27954114529250373,-0.013769274474229846,-1.0066418295345754
-0.4915201048704146,-0.3089022703436826,-1.4668477590063456
-0.5981474542036578,-0.1627398450366824,-0.5371175921965436
-0.7349801846914525,-0.9165769510310194,-1.8649754512679464
-0.9973187354071502,2.121500758432411,-0.8326769111420098
-1.9948344517277818,0.6484444514628763,1.7638047241095924
-0.21528595774085738,0.07712649849312864,-0.7200297166989876
-1.3226249814428241,1.4040279878808046,-0.4862262518923381
0.12415279426060982,1.2649861651783647,-0.8880763868464624
-0.6002632236089451,-0.7094868310387007,0.2644983882591346
-0.16584858448410117,0.3945568862967453,1.0153584223050425
1.2306571943252465,0.9607349419892791,-0.34134787747510836
-1.1408822591817558,-0.16143528084409722,-0.02413012372842254
-1.1677652373037533,0.6647605200418869,-2.0487287418791915
-1.3124865927083633,-2.291271373233675,-0.09495335780071329
1.172114602566562,0.7866979680155827,-0.09210652167322889
0.3584083684869076,-0.5383374829385265,0.2822436449061484
1.5689949272141697,0.5253431629788948,2.0543615373800708
0.7857154130695081,0.9532541438405219,0.43233420070886813
-0.2286895379080054,-1.0436211129320476,-1.0294371052962459
0.5312520777785056,-0.7783498533248296,-1.8372175206623844
0.522975403130854,-2.727208876013107,1.8401595442309382
0.5100551115494856,-0.09356337008230547,0.7089145483741532
-1.1821908423700362,1.9186609304355886,0.16607475597615584
0.6946376420575482,1.1866836037713053,-1.1421861561880777
-0.22179716953296574,0.7404893586384157,-0.9202811738138813
0.020123795012610614,0.24704666866188357,-0.6971645976631635
1.2052219108347517,0.36399204963988185,-0.29048940707650617
0.14576353959314325,-1.576732444327004,1.1022100994901607
0.6576184694143626,-0.8520288889872204,-0.9346732616310957
1.131408125251958,0.4428036496990395,0.4175344885232865
0.618638063762336,-0.026500196086918795,-0.6929207819792269
-2.24396340047542,0.4380854310752526,-1.0106614553924138
-1.4310335602888256,1.260726162768677,0.10553931617315905
-0.16323504169707356,0.27665879927039794,-0.3482732239186729
-0.01787986610675005,0.7594563194329681,-0.7654659803421948
0.20039225784489872,-0.4028048775839513,-0.13926782634390922
1.4098520617391133,0.29248658832727964,-0.4082366290664635
-0.24267291296455146,-0.28442166723105766,-1.4837243201900363
